name;atfd;laa;fdp
org.apache.tools.ant.taskdefs.optional.http.HttpDigestAuth:83;2;0.71428573;2
org.apache.tools.ant.taskdefs.optional.http.HttpGet:78;0;1.0;0
org.apache.tools.ant.taskdefs.optional.http.HttpGet:87;0;1.0;0
org.apache.tools.ant.taskdefs.optional.http.HttpHead:77;0;1.0;0
org.apache.tools.ant.taskdefs.optional.http.HttpHead:86;0;1.0;0
org.apache.tools.ant.taskdefs.optional.http.HttpHead:100;2;0.33333334;1
org.apache.tools.ant.taskdefs.optional.http.HttpPost:83;0;1.0;0
org.apache.tools.ant.taskdefs.optional.http.HttpPost:91;0;1.0;0
org.apache.tools.ant.taskdefs.optional.http.HttpPost:105;0;1.0;0
org.apache.tools.ant.taskdefs.optional.http.HttpPost:113;0;1.0;0
org.apache.tools.ant.taskdefs.optional.http.HttpPost:122;0;1.0;0
org.apache.tools.ant.taskdefs.optional.http.HttpPost:134;0;1.0;0
org.apache.tools.ant.taskdefs.optional.http.HttpPost:152;1;0.8333333;1
org.apache.tools.ant.taskdefs.optional.http.HttpPost:178;2;0.7777778;2
org.apache.tools.ant.taskdefs.optional.http.HttpPost:199;3;0.5;3
org.apache.tools.ant.taskdefs.optional.http.HttpPost:217;0;1.0;0
org.apache.tools.ant.taskdefs.optional.http.HttpRequestParameter:83;0;1.0;0
org.apache.tools.ant.taskdefs.optional.http.HttpRequestParameter:93;0;1.0;0
org.apache.tools.ant.taskdefs.optional.http.HttpRequestParameter:103;0;1.0;0
org.apache.tools.ant.taskdefs.optional.http.HttpRequestParameter:113;0;1.0;0
org.apache.tools.ant.taskdefs.optional.http.HttpRequestParameter:123;0;1.0;0
org.apache.tools.ant.taskdefs.optional.http.HttpRequestParameter:133;2;0.33333334;1
org.apache.tools.ant.taskdefs.optional.http.HttpTask:175;0;1.0;0
org.apache.tools.ant.taskdefs.optional.http.HttpTask:185;0;1.0;0
org.apache.tools.ant.taskdefs.optional.http.HttpTask:195;0;1.0;0
org.apache.tools.ant.taskdefs.optional.http.HttpTask:206;0;1.0;0
org.apache.tools.ant.taskdefs.optional.http.HttpTask:216;0;1.0;0
org.apache.tools.ant.taskdefs.optional.http.HttpTask:226;0;1.0;0
org.apache.tools.ant.taskdefs.optional.http.HttpTask:236;0;1.0;0
org.apache.tools.ant.taskdefs.optional.http.HttpTask:258;3;0.4;2
org.apache.tools.ant.taskdefs.optional.http.HttpTask:273;0;-1.0;0
org.apache.tools.ant.taskdefs.optional.http.HttpTask:284;0;1.0;0
org.apache.tools.ant.taskdefs.optional.http.HttpTask:297;0;1.0;0
org.apache.tools.ant.taskdefs.optional.http.HttpTask:307;0;1.0;0
org.apache.tools.ant.taskdefs.optional.http.HttpTask:315;0;1.0;0
org.apache.tools.ant.taskdefs.optional.http.HttpTask:323;0;1.0;0
org.apache.tools.ant.taskdefs.optional.http.HttpTask:333;0;1.0;0
org.apache.tools.ant.taskdefs.optional.http.HttpTask:343;0;1.0;0
org.apache.tools.ant.taskdefs.optional.http.HttpTask:353;0;1.0;0
org.apache.tools.ant.taskdefs.optional.http.HttpTask:363;0;1.0;0
org.apache.tools.ant.taskdefs.optional.http.HttpTask:371;0;1.0;0
org.apache.tools.ant.taskdefs.optional.http.HttpTask:381;0;1.0;0
org.apache.tools.ant.taskdefs.optional.http.HttpTask:391;0;1.0;0
org.apache.tools.ant.taskdefs.optional.http.HttpTask:400;0;1.0;0
org.apache.tools.ant.taskdefs.optional.http.HttpTask:409;0;1.0;0
org.apache.tools.ant.taskdefs.optional.http.HttpTask:421;2;0.5;1
org.apache.tools.ant.taskdefs.optional.http.HttpTask:434;23;0.54901963;7
org.apache.tools.ant.taskdefs.optional.http.HttpTask:658;0;1.0;0
org.apache.tools.ant.taskdefs.optional.http.HttpTask:669;0;1.0;0
org.apache.tools.ant.taskdefs.optional.http.HttpTask:679;0;1.0;0
org.apache.tools.ant.taskdefs.optional.http.HttpTask:691;0;-1.0;0
