name,wmc,atfd,tcc
net.sourceforge.ganttproject.time.TimeUnitImpl.java,9,1,0.10714285714285714
net.sourceforge.ganttproject.time.TimeUnitManager.java,1,0,0.0
net.sourceforge.ganttproject.time.TimeUnitManagerImpl.java,1,0,0.0
net.sourceforge.ganttproject.time.gregorian.DayTextFormatter.java,2,2,0.0
net.sourceforge.ganttproject.time.gregorian.FramerImpl.java,5,8,0.5
net.sourceforge.ganttproject.time.gregorian.GregorianCalendar.java,2,2,0.0
net.sourceforge.ganttproject.time.gregorian.GregorianTimeUnitStack.java,59,45,0.04329004329004329
net.sourceforge.ganttproject.time.gregorian.MonthTextFormatter.java,2,0,0.0
net.sourceforge.ganttproject.util.BrowserControl.java,25,8,0.1
net.sourceforge.ganttproject.util.ColorConvertion.java,6,7,0.0
