name;atfd;laa;fdp
android.accounts.AccountManagerService:2199;1;0.8333333;1
android.accounts.AccountManagerService:2211;1;0.8333333;1
android.accounts.AccountManagerService:2223;4;0.6363636;3
android.accounts.AccountManagerService:2243;4;0.6363636;3
android.accounts.AuthenticatorDescription:74;0;1.0;0
android.accounts.AuthenticatorDescription:100;0;1.0;0
android.accounts.AuthenticatorDescription:105;0;-1.0;0
android.accounts.AuthenticatorDescription:110;1;0.6666667;1
android.accounts.AuthenticatorDescription:117;0;1.0;0
android.accounts.AuthenticatorDescription:122;0;1.0;0
android.accounts.AuthenticatorDescription:136;0;1.0;0
android.accounts.AuthenticatorDescription:141;0;1.0;0
android.accounts.ChooseAccountActivity:36;10;0.4117647;4
android.accounts.ChooseAccountActivity:62;4;0.6;2
android.accounts.ChooseAccountActivity:72;1;0.75;1
android.accounts.GrantCredentialsPermissionActivity:53;0;-1.0;0
android.accounts.GrantCredentialsPermissionActivity:84;4;0.2;2
android.accounts.GrantCredentialsPermissionActivity:89;4;0.2;2
android.accounts.GrantCredentialsPermissionActivity:99;0;-1.0;0
android.accounts.GrantCredentialsPermissionActivity:125;3;0.5;2
android.accounts.GrantCredentialsPermissionActivity:131;6;0.53846157;4
android.accounts.GrantCredentialsPermissionActivity:149;0;1.0;0
android.accounts.GrantCredentialsPermissionActivity:157;3;0.5714286;3
android.accounts.IAccountAuthenticatorCache:41;0;-1.0;0
android.accounts.IAccountAuthenticatorCache:47;0;-1.0;0
android.accounts.IAccountAuthenticatorCache:53;0;-1.0;0
android.accounts.IAccountAuthenticatorCache:61;0;-1.0;0
android.accounts.OnAccountsUpdateListener:28;0;-1.0;0
android.animation.Animator:47;0;-1.0;0
android.animation.Animator:59;0;-1.0;0
android.animation.Animator:70;0;-1.0;0
android.animation.Animator:79;0;-1.0;0
android.animation.Animator:87;0;-1.0;0
android.animation.Animator:95;0;-1.0;0
android.animation.Animator:102;0;-1.0;0
android.animation.Animator:112;0;-1.0;0
android.animation.Animator:118;0;-1.0;0
android.animation.Animator:126;0;1.0;0
android.animation.Animator:139;0;1.0;0
android.animation.Animator:155;0;1.0;0
android.animation.Animator:164;0;1.0;0
android.animation.Animator:172;2;0.71428573;2
android.animation.Animator:198;0;-1.0;0
android.animation.Animator:210;0;-1.0;0
android.animation.Animator:221;0;-1.0;0
android.animation.Animator:235;0;-1.0;0
android.animation.Animator:243;0;-1.0;0
android.animation.Animator:251;0;-1.0;0
android.animation.Animator:258;0;-1.0;0
android.animation.AnimatorInflater:66;2;0.75;2
android.animation.AnimatorInflater:90;0;1.0;0
android.animation.AnimatorInflater:96;8;0.65217394;3
android.animation.AnimatorInflater:156;4;0.5555556;3
android.animation.AnimatorInflater:182;28;0.42857143;6
android.animation.AnimatorListenerAdapter:30;0;-1.0;0
android.animation.AnimatorListenerAdapter:37;0;-1.0;0
android.animation.AnimatorListenerAdapter:44;0;-1.0;0
android.animation.AnimatorListenerAdapter:51;0;-1.0;0
android.animation.AnimatorSet:114;1;0.8;1
android.animation.AnimatorSet:129;0;1.0;0
android.animation.AnimatorSet:149;1;0.8;1
android.animation.AnimatorSet:168;1;0.8;1
android.animation.AnimatorSet:189;1;0.75;1
android.animation.AnimatorSet:205;2;0.6;2
android.animation.AnimatorSet:223;1;0.6666667;1
android.animation.AnimatorSet:257;0;1.0;0
android.animation.AnimatorSet:273;1;0.85714287;1
android.animation.AnimatorSet:309;0;1.0;0
android.animation.AnimatorSet:337;1;0.6666667;1
android.animation.AnimatorSet:353;0;1.0;0
android.animation.AnimatorSet:364;0;1.0;0
android.animation.AnimatorSet:377;0;1.0;0
android.animation.AnimatorSet:390;1;0.8;1
android.animation.AnimatorSet:404;1;0.5;1
android.animation.AnimatorSet:411;1;0.5;1
android.animation.AnimatorSet:426;2;0.6666667;2
android.animation.AnimatorSet:482;0;1.0;0
android.animation.AnimatorSet:485;2;0.6666667;2
android.animation.AnimatorSet:514;16;0.3846154;6
android.animation.AnimatorSet:609;0;-1.0;0
android.animation.AnimatorSet:615;1;0.6666667;1
android.animation.AnimatorSet:624;0;-1.0;0
android.animation.AnimatorSet:630;1;0.6666667;1
android.animation.AnimatorSet:642;5;0.5833333;4
android.animation.AnimatorSet:678;1;0.8333333;1
android.animation.AnimatorSet:690;4;0.6666667;4
